Person1,Aspect,Person2,Score,Harmonious Keyword,Compatibility Category,Challenges Keyword,Incompatibility Category
Moon,60,Jupiter,2,Conflict Resolution,Interaction,,
Moon,90,Jupiter,-1,,,Fragility,Commitment
Moon,90,Jupiter,-1,,,Differing Sense of Humor,Intellectual_Connection
Moon,90,Jupiter,-1,,,Reserved,Interaction
Moon,120,Jupiter,2,Engaging Conversations,Interaction,,
Moon,120,Jupiter,2,Equality,Sincerity,,
Moon,120,Jupiter,2,Conflict Resolution,Interaction,,
Moon,0,Saturn,1,Trust,Commitment,,
Moon,60,Saturn,2,Trust,Commitment,,
Moon,60,Saturn,2,Empathy,Emotional_Connection,,
Moon,60,Saturn,2,Boundaries,Respect,,
Moon,90,Saturn,-4,,,Betrayals,Sincerity
Moon,90,Saturn,-4,,,Criticism,Respect
Moon,90,Saturn,-4,,,Differing Interests,Intellectual_Connection
Moon,90,Saturn,-4,,,Fragility,Commitment
Moon,90,Saturn,-4,,,Unwillingness to Change,Commitment
Moon,90,Saturn,-4,,,Differing Values,Intellectual_Connection
Moon,120,Saturn,2,Trust,Commitment,,
Moon,120,Saturn,2,Empathy,Emotional_Connection,,
Moon,120,Saturn,2,Boundaries,Respect,,
Moon,180,Saturn,-3,,,Differing Values,Intellectual_Connection
Moon,180,Saturn,-3,,,Conflict Resolution,Interaction
Moon,180,Saturn,-3,,,Unwillingness to Change,Commitment
Moon,180,Saturn,-3,,,Criticism,Respect
Moon,180,Saturn,-3,,,Differing Interests,Intellectual_Connection
Moon,0,Uranus,-1,,,Indifference,Emotional_Connection
Moon,60,Uranus,1,Equality,Sincerity,,
Moon,60,Uranus,1,Engaging Conversations,Interaction,,
Moon,60,Uranus,1,Independence,Emotional_Connection,,
Moon,90,Uranus,-2,,,Indifference,Emotional_Connection
Moon,90,Uranus,-2,,,Differing Values,Intellectual_Connection
Moon,90,Uranus,-2,,,Lack for Consideration,Respect
Moon,120,Uranus,1,Equality,Sincerity,,
Moon,120,Uranus,1,Engaging Conversations,Interaction,,
Moon,120,Uranus,1,Independence,Emotional_Connection,,
Moon,180,Uranus,-1,,,Indifference,Emotional_Connection
Moon,180,Uranus,-1,,,Differing Values,Intellectual_Connection
Moon,180,Uranus,-1,,,Lack for Consideration,Respect
Moon,0,Neptune,1,Empathy,Emotional_Connection,,
Moon,0,Neptune,1,Acceptance,Respect,,
Moon,60,Neptune,1,Shared Interests,Intellectual_Connection,,
Moon,60,Neptune,1,Empathy,Emotional_Connection,,
Moon,90,Neptune,-2,,,Jealousy and Competition,Sincerity
Moon,90,Neptune,-2,,,Betrayals,Sincerity
Moon,90,Neptune,-2,,,Reserved,Interaction
Moon,90,Neptune,-2,,,Dishonesty,Sincerity
Moon,120,Neptune,1,Forgiveness,Respect,,
Moon,120,Neptune,1,Gratitude,Sincerity,,
Moon,180,Neptune,-2,,,Jealousy and Competition,Sincerity
Moon,180,Neptune,-2,,,Betrayals,Sincerity
Moon,180,Neptune,-2,,,Reserved,Interaction
Moon,180,Neptune,-2,,,Dishonesty,Sincerity
Moon,0,Pluto,-2,,,Manipulation and Control,Sincerity
Moon,0,Pluto,-2,,,Dishonesty,Sincerity
Moon,0,Pluto,-2,,,Lack for Consideration,Respect
Moon,0,Pluto,-2,,,Lack of Trust,Commitment
Moon,60,Pluto,1,Time Together,Commitment,,
Moon,90,Pluto,-3,,,Manipulation and Control,Sincerity
Moon,90,Pluto,-3,,,Dishonesty,Sincerity
Moon,90,Pluto,-3,,,Lack for Consideration,Respect
Moon,90,Pluto,-3,,,Indifference,Emotional_Connection
Moon,90,Pluto,-3,,,Resentment,Respect
Moon,90,Pluto,-3,,,Betrayals,Sincerity
Moon,120,Pluto,1,Time Together,Commitment,,
Moon,180,Pluto,-2,,,Manipulation and Control,Sincerity
Moon,180,Pluto,-2,,,Dishonesty,Sincerity
Moon,180,Pluto,-2,,,Lack for Consideration,Respect
Moon,180,Pluto,-2,,,Unresponsive Interactions,Interaction
Moon,180,Pluto,-2,,,Indifference,Emotional_Connection
Moon,180,Pluto,-2,,,Resentment,Respect
Moon,180,Pluto,-2,,,Betrayals,Sincerity
Moon,180,Pluto,-2,,,Lack of Trust,Commitment
Mercury,0,First_House,2,Engaging Conversations,Interaction,,
Mercury,0,First_House,2,Shared Interests,Intellectual_Connection,,
Mercury,0,First_House,2,Sense of Humor,Intellectual_Connection,,
Mercury,0,First_House,2,Effective Communication,Interaction,,
Mercury,60,First_House,2,Shared Interests,Intellectual_Connection,,
Mercury,60,First_House,2,Conflict Resolution,Interaction,,
Mercury,90,First_House,-2,,,Criticism,Respect
Mercury,90,First_House,-2,,,Differing Interests,Intellectual_Connection
Mercury,90,First_House,-2,,,Frequent Disagreements,Interaction
Mercury,90,First_House,-2,,,Differing Sense of Humor,Intellectual_Connection
Mercury,120,First_House,2,Openness,Interaction,,
Mercury,120,First_House,2,Sense of Humor,Intellectual_Connection,,
Mercury,120,First_House,2,Effective Communication,Interaction,,
Mercury,180,First_House,2,Adaptability,Commitment,,
Mercury,180,First_House,2,Engaging Conversations,Interaction,,
Mercury,180,First_House,2,Shared Interests,Intellectual_Connection,,
Mercury,0,Sun,3,Shared Interests,Intellectual_Connection,,
Mercury,0,Sun,3,Effective Communication,Interaction,,
Mercury,0,Sun,3,Engaging Conversations,Interaction,,
Mercury,60,Sun,2,Adaptability,Commitment,,
Mercury,60,Sun,2,Effective Communication,Interaction,,
Mercury,90,Sun,-2,,,Unresponsive Interactions,Interaction
Mercury,90,Sun,-2,,,Frequent Disagreements,Interaction
Mercury,120,Sun,3,Shared Goals,Intellectual_Connection,,
Mercury,120,Sun,3,Sense of Humor,Intellectual_Connection,,
Mercury,120,Sun,3,Engaging Conversations,Interaction,,
Mercury,180,Sun,-2,,,Frequent Disagreements,Interaction
Mercury,180,Sun,-2,,,Conflict Resolution,Interaction
Mercury,0,Moon,2,Empathy,Emotional_Connection,,
Mercury,0,Moon,2,Gratitude,Sincerity,,
Mercury,0,Moon,2,Acceptance,Respect,,
Mercury,60,Moon,2,Shared Interests,Intellectual_Connection,,
Mercury,60,Moon,2,Empathy,Emotional_Connection,,
Mercury,60,Moon,2,Chemistry,Emotional_Connection,,
Mercury,90,Moon,-2,,,Indifference,Emotional_Connection
Mercury,90,Moon,-2,,,Criticism,Respect
Mercury,90,Moon,-2,,,Resentment,Respect
Mercury,90,Moon,-2,Chemistry,Emotional_Connection,,
Mercury,120,Moon,2,Empathy,Emotional_Connection,,
Mercury,120,Moon,2,Gratitude,Sincerity,,
Mercury,120,Moon,2,Acceptance,Respect,,
Mercury,180,Moon,-2,,,Differing Goals,Intellectual_Connection
Mercury,180,Moon,-2,,,Frequent Disagreements,Interaction
Mercury,180,Moon,-2,,,Unresponsive Interactions,Interaction
Mercury,0,Mercury,3,Equality,Sincerity,,
Mercury,0,Mercury,3,Effective Communication,Interaction,,
Mercury,0,Mercury,3,Shared Interests,Intellectual_Connection,,
Mercury,0,Mercury,3,Sense of Humor,Intellectual_Connection,,
Mercury,0,Mercury,3,,,Indifference,Emotional_Connection
Mercury,60,Mercury,3,Equality,Sincerity,,
Mercury,60,Mercury,3,Effective Communication,Interaction,,
Mercury,60,Mercury,3,Shared Interests,Intellectual_Connection,,
Mercury,60,Mercury,3,Sense of Humor,Intellectual_Connection,,
Mercury,90,Mercury,-3,,,Indifference,Emotional_Connection
Mercury,90,Mercury,-3,,,Differing Interests,Intellectual_Connection
Mercury,90,Mercury,-3,,,Differing Sense of Humor,Intellectual_Connection
Mercury,90,Mercury,-3,,,Frequent Disagreements,Interaction
Mercury,90,Mercury,-3,,,Ego Clash,Interaction
Mercury,90,Mercury,-3,,,Conflict Resolution,Interaction
Mercury,90,Mercury,-3,,,Resentment,Respect
Mercury,120,Mercury,3,Equality,Sincerity,,
Mercury,120,Mercury,3,Effective Communication,Interaction,,
Mercury,120,Mercury,3,Shared Interests,Intellectual_Connection,,
Mercury,120,Mercury,3,Sense of Humor,Intellectual_Connection,,
Mercury,180,Mercury,-2,,,Frequent Disagreements,Interaction
Mercury,180,Mercury,-2,,,Ego Clash,Interaction
Mercury,180,Mercury,-2,,,Conflict Resolution,Interaction
Mercury,0,Mars,-1,,,Frequent Disagreements,Interaction
Mercury,60,Mars,2,Mutual Respect,Respect,,
Mercury,60,Mars,2,Effective Communication,Interaction,,
Mercury,90,Mars,-3,,,Conflict Resolution,Interaction
Mercury,90,Mars,-3,,,Frequent Disagreements,Interaction
Mercury,90,Mars,-3,,,Ego Clash,Interaction
Mercury,90,Mars,-3,,,Resentment,Respect
Mercury,90,Mars,-3,,,Lack for Consideration,Respect
Mercury,90,Mars,-3,,,Jealousy and Competition,Sincerity
Mercury,90,Mars,-3,,,Neglect,Commitment
Mercury,120,Mars,2,Mutual Respect,Respect,,
Mercury,120,Mars,2,Effective Communication,Interaction,,
Mercury,120,Mars,2,Openness,Interaction,,
Mercury,120,Mars,2,Mutual Support,Emotional_Connection,,
Mercury,180,Mars,-2,,,Conflict Resolution,Interaction
Mercury,180,Mars,-2,,,Frequent Disagreements,Interaction
Mercury,180,Mars,-2,,,Resentment,Respect
Mercury,180,Mars,-2,,,Neglect,Commitment
Mercury,0,Venus,2,Chemistry,Emotional_Connection,,
Mercury,0,Venus,2,Engaging Conversations,Interaction,,
Mercury,0,Venus,2,,,Fragility,Commitment
Mercury,60,Venus,2,Shared Interests,Intellectual_Connection,,
Mercury,60,Venus,2,Shared Values,Intellectual_Connection,,
Mercury,90,Venus,-1,,,Indifference,Emotional_Connection
Mercury,120,Venus,2,Shared Interests,Intellectual_Connection,,
Mercury,120,Venus,2,Time Together,Commitment,,
Mercury,120,Venus,2,Shared Values,Intellectual_Connection,,
Mercury,180,Venus,1,Forgiveness,Respect,,
Mercury,180,Venus,1,Acceptance,Respect,,
Mercury,0,Jupiter,3,Boundaries,Respect,,
Mercury,0,Jupiter,3,Shared Interests,Intellectual_Connection,,
Mercury,0,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Mercury,0,Jupiter,3,Openness,Interaction,,
Mercury,0,Jupiter,3,Acceptance,Respect,,
Mercury,60,Jupiter,3,Boundaries,Respect,,
Mercury,60,Jupiter,3,Shared Interests,Intellectual_Connection,,
Mercury,60,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Mercury,60,Jupiter,3,Openness,Interaction,,
Mercury,60,Jupiter,3,Acceptance,Respect,,
Mercury,90,Jupiter,-1,,,Lack of Chemistry,Emotional_Connection
Mercury,90,Jupiter,-1,,,Differing Sense of Humor,Intellectual_Connection
Mercury,120,Jupiter,3,Boundaries,Respect,,
Mercury,120,Jupiter,3,Shared Interests,Intellectual_Connection,,
Mercury,120,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Mercury,120,Jupiter,3,Openness,Interaction,,
Mercury,120,Jupiter,3,Acceptance,Respect,,
Mercury,180,Jupiter,-1,,,Lack of Chemistry,Emotional_Connection
Mercury,180,Jupiter,-1,,,Differing Sense of Humor,Intellectual_Connection
Mercury,0,Saturn,-2,,,Criticism,Respect
Mercury,0,Saturn,-2,,,Lack of Chemistry,Emotional_Connection
Mercury,0,Saturn,-2,,,Differing Interests,Intellectual_Connection
Mercury,60,Saturn,2,Trust,Commitment,,
Mercury,60,Saturn,2,Mutual Respect,Respect,,
Mercury,90,Saturn,-2,,,Unresponsive Interactions,Interaction
Mercury,90,Saturn,-2,,,Criticism,Respect
Mercury,90,Saturn,-2,,,Differing Interests,Intellectual_Connection
Mercury,120,Saturn,2,Trust,Commitment,,
Mercury,120,Saturn,2,Mutual Respect,Respect,,
Mercury,120,Saturn,2,Mutual Support,Emotional_Connection,,
Mercury,180,Saturn,-2,,,Unresponsive Interactions,Interaction
Mercury,180,Saturn,-2,,,Criticism,Respect
Mercury,180,Saturn,-2,,,Differing Interests,Intellectual_Connection
Mercury,0,Uranus,1,Mutual Respect,Respect,,
Mercury,60,Uranus,2,Equality,Sincerity,,
Mercury,60,Uranus,2,Honesty,Sincerity,,
Mercury,60,Uranus,2,Engaging Conversations,Interaction,,
Mercury,60,Uranus,2,,,Indifference,Emotional_Connection
Mercury,90,Uranus,-2,,,Ego Clash,Interaction
Mercury,90,Uranus,-2,,,Indifference,Emotional_Connection
Mercury,120,Uranus,2,Equality,Sincerity,,
Mercury,120,Uranus,2,Honesty,Sincerity,,
Mercury,180,Uranus,1,Honesty,Sincerity,,
Mercury,180,Uranus,1,Equality,Sincerity,,
Mercury,180,Uranus,1,,,Indifference,Emotional_Connection
Mercury,0,Neptune,-1,,,Fragility,Commitment
Mercury,60,Neptune,1,Shared Interests,Intellectual_Connection,,
Mercury,60,Neptune,1,Time Together,Commitment,,
Mercury,60,Neptune,1,Shared Values,Intellectual_Connection,,
Mercury,90,Neptune,-2,,,Betrayals,Sincerity
Mercury,90,Neptune,-2,,,Dishonesty,Sincerity
Mercury,90,Neptune,-2,,,Neglect,Commitment
Mercury,90,Neptune,-2,,,Lack of Trust,Commitment
Mercury,120,Neptune,1,Shared Values,Intellectual_Connection,,
Mercury,120,Neptune,1,Engaging Conversations,Interaction,,
Mercury,120,Neptune,1,Forgiveness,Respect,,
Mercury,120,Neptune,1,,,Codependency,Emotional_Connection
Mercury,180,Neptune,-2,,,Betrayals,Sincerity
Mercury,180,Neptune,-2,,,Dishonesty,Sincerity
Mercury,180,Neptune,-2,,,Neglect,Commitment
Mercury,180,Neptune,-2,,,Lack of Trust,Commitment
Mercury,0,Pluto,-1,,,Manipulation and Control,Sincerity
Mercury,60,Pluto,1,Independence,Emotional_Connection,,
Mercury,60,Pluto,1,,,Manipulation and Control,Sincerity
Mercury,90,Pluto,-3,,,Manipulation and Control,Sincerity
Mercury,90,Pluto,-3,,,Unwillingness to Change,Commitment
Mercury,90,Pluto,-3,,,Disregard for Boundaries,Respect
Mercury,120,Pluto,1,Openness,Interaction,,
Mercury,180,Pluto,-2,,,Manipulation and Control,Sincerity
Mercury,180,Pluto,-2,,,Differing Goals,Intellectual_Connection
Mercury,180,Pluto,-2,Independence,Emotional_Connection,,
Mars,0,First_House,3,Mutual Support,Emotional_Connection,,
Mars,0,First_House,3,Resilience,Commitment,,
Mars,0,First_House,3,Independence,Emotional_Connection,,
Mars,0,First_House,3,Honesty,Sincerity,,
Mars,0,First_House,3,,,Ego Clash,Interaction
Mars,60,First_House,2,Independence,Emotional_Connection,,
Mars,60,First_House,2,Honesty,Sincerity,,
Mars,90,First_House,-3,,,Frequent Disagreements,Interaction
Mars,90,First_House,-3,,,Jealousy and Competition,Sincerity
Mars,90,First_House,-3,,,Conflict Resolution,Interaction
Mars,90,First_House,-3,,,Lack for Consideration,Respect
Mars,120,First_House,2,Resilience,Commitment,,
Mars,120,First_House,2,Independence,Emotional_Connection,,
Mars,120,First_House,2,Honesty,Sincerity,,
Mars,180,First_House,2,Honesty,Sincerity,,
Mars,180,First_House,2,Independence,Emotional_Connection,,
Mars,180,First_House,2,Resilience,Commitment,,
Mars,0,Sun,1,Mutual Support,Emotional_Connection,,
Mars,0,Sun,1,Resilience,Commitment,,
Mars,0,Sun,1,Independence,Emotional_Connection,,
Mars,0,Sun,1,,,Ego Clash,Interaction
Mars,60,Sun,2,Resilience,Commitment,,
Mars,60,Sun,2,Independence,Emotional_Connection,,
Mars,60,Sun,2,,,Unwillingness to Change,Commitment
Mars,90,Sun,-3,,,Differing Goals,Intellectual_Connection
Mars,90,Sun,-3,,,Jealousy and Competition,Sincerity
Mars,90,Sun,-3,,,Ego Clash,Interaction
Mars,90,Sun,-3,,,Frequent Disagreements,Interaction
Mars,90,Sun,-3,Independence,Emotional_Connection,,
Mars,120,Sun,2,Personality Traits,Interaction,,
Mars,120,Sun,2,Mutual Respect,Respect,,
Mars,120,Sun,2,Mutual Support,Emotional_Connection,,
Mars,120,Sun,2,,,Unwillingness to Change,Commitment
Mars,180,Sun,-2,,,Differing Goals,Intellectual_Connection
Mars,180,Sun,-2,,,Jealousy and Competition,Sincerity
Mars,180,Sun,-2,,,Ego Clash,Interaction
Mars,180,Sun,-2,,,Frequent Disagreements,Interaction
Mars,0,Moon,-1,,,Lack for Consideration,Respect
Mars,60,Moon,2,Conflict Resolution,Interaction,,
Mars,60,Moon,2,Honesty,Sincerity,,
Mars,60,Moon,2,Mutual Respect,Respect,,
Mars,90,Moon,-3,,,Lack for Consideration,Respect
Mars,90,Moon,-3,,,Conflict Resolution,Interaction
Mars,90,Moon,-3,,,Fragility,Commitment
Mars,90,Moon,-3,,,Resentment,Respect
Mars,90,Moon,-3,,,Unwillingness to Change,Commitment
Mars,90,Moon,-3,,,Lack of Support,Emotional_Connection
Mars,90,Moon,-3,,,Indifference,Emotional_Connection
Mars,120,Moon,2,Conflict Resolution,Interaction,,
Mars,120,Moon,2,Honesty,Sincerity,,
Mars,120,Moon,2,Mutual Respect,Respect,,
Mars,180,Moon,-2,,,Conflict Resolution,Interaction
Mars,180,Moon,-2,,,Resentment,Respect
Mars,180,Moon,-2,,,Reserved,Interaction
Mars,0,Mercury,-1,,,Frequent Disagreements,Interaction
Mars,60,Mercury,2,Mutual Respect,Respect,,
Mars,60,Mercury,2,Effective Communication,Interaction,,
Mars,90,Mercury,-3,,,Conflict Resolution,Interaction
Mars,90,Mercury,-3,,,Frequent Disagreements,Interaction
Mars,90,Mercury,-3,,,Ego Clash,Interaction
Mars,90,Mercury,-3,,,Resentment,Respect
Mars,90,Mercury,-3,,,Lack for Consideration,Respect
Mars,90,Mercury,-3,,,Jealousy and Competition,Sincerity
Mars,90,Mercury,-3,,,Neglect,Commitment
Mars,120,Mercury,2,Mutual Respect,Respect,,
Mars,120,Mercury,2,Effective Communication,Interaction,,
Mars,120,Mercury,2,Openness,Interaction,,
Mars,120,Mercury,2,Mutual Support,Emotional_Connection,,
Mars,180,Mercury,-2,,,Conflict Resolution,Interaction
Mars,180,Mercury,-2,,,Frequent Disagreements,Interaction
Mars,180,Mercury,-2,,,Resentment,Respect
Mars,180,Mercury,-2,,,Neglect,Commitment
Mars,0,Mars,1,Mutual Support,Emotional_Connection,,
Mars,0,Mars,1,Shared Goals,Intellectual_Connection,,
Mars,0,Mars,1,,,Lack for Consideration,Respect
Mars,60,Mars,1,Shared Interests,Intellectual_Connection,,
Mars,60,Mars,1,Conflict Resolution,Interaction,,
Mars,60,Mars,1,,,Disregard for Boundaries,Respect
Mars,90,Mars,-3,,,Unwillingness to Change,Commitment
Mars,90,Mars,-3,,,Differing Goals,Intellectual_Connection
Mars,90,Mars,-3,,,Frequent Disagreements,Interaction
Mars,90,Mars,-3,,,Resentment,Respect
Mars,90,Mars,-3,,,Ego Clash,Interaction
Mars,90,Mars,-3,,,Jealousy and Competition,Sincerity
Mars,90,Mars,-3,,,Conflict Resolution,Interaction
Mars,120,Mars,2,Trust,Commitment,,
Mars,120,Mars,2,Resilience,Commitment,,
Mars,120,Mars,2,Mutual Support,Emotional_Connection,,
Mars,120,Mars,2,Loyalty,Sincerity,,
Mars,120,Mars,2,,,Unwillingness to Change,Commitment
Mars,180,Mars,-3,,,Differing Goals,Intellectual_Connection
Mars,180,Mars,-3,,,Criticism,Respect
Mars,180,Mars,-3,,,Lack for Consideration,Respect
Mars,0,Venus,2,Engaging Conversations,Interaction,,
Mars,0,Venus,2,Sense of Humor,Intellectual_Connection,,
Mars,0,Venus,2,Personality Traits,Interaction,,
Mars,0,Venus,2,,,Lack for Consideration,Respect
Mars,60,Venus,2,Engaging Conversations,Interaction,,
Mars,60,Venus,2,Openness,Interaction,,
Mars,90,Venus,-1,,,Frequent Disagreements,Interaction
Mars,120,Venus,2,Mutual Support,Emotional_Connection,,
Mars,120,Venus,2,Gratitude,Sincerity,,
Mars,120,Venus,2,Acceptance,Respect,,
Mars,180,Venus,1,Chemistry,Emotional_Connection,,
Mars,0,Jupiter,1,Resilience,Commitment,,
Mars,0,Jupiter,1,Mutual Support,Emotional_Connection,,
Mars,60,Jupiter,2,Gratitude,Sincerity,,
Mars,60,Jupiter,2,Shared Interests,Intellectual_Connection,,
Mars,60,Jupiter,2,Engaging Conversations,Interaction,,
Mars,90,Jupiter,-2,,,Differing Values,Intellectual_Connection
Mars,90,Jupiter,-2,,,Indifference,Emotional_Connection
Mars,90,Jupiter,-2,,,Unresponsive Interactions,Interaction
Mars,120,Jupiter,2,Mutual Support,Emotional_Connection,,
Mars,120,Jupiter,2,Mutual Respect,Respect,,
Mars,120,Jupiter,2,Loyalty,Sincerity,,
Mars,180,Jupiter,-2,,,Differing Values,Intellectual_Connection
Mars,0,Saturn,-2,,,Indifference,Emotional_Connection
Mars,0,Saturn,-2,,,Unwillingness to Change,Commitment
Mars,60,Saturn,2,Trust,Commitment,,
Mars,60,Saturn,2,Mutual Support,Emotional_Connection,,
Mars,90,Saturn,-3,,,Lack of Support,Emotional_Connection
Mars,90,Saturn,-3,,,Differing Sense of Humor,Intellectual_Connection
Mars,90,Saturn,-3,,,Frequent Disagreements,Interaction
Mars,90,Saturn,-3,,,Criticism,Respect
Mars,90,Saturn,-3,,,Differing Values,Intellectual_Connection
Mars,90,Saturn,-3,Resilience,Commitment,,
Mars,120,Saturn,2,Mutual Respect,Respect,,
Mars,120,Saturn,2,Boundaries,Respect,,
Mars,120,Saturn,2,Mutual Support,Emotional_Connection,,
Mars,180,Saturn,1,Resilience,Commitment,,
Mars,0,Uranus,1,Openness,Interaction,,
Mars,60,Uranus,1,Mutual Support,Emotional_Connection,,
Mars,90,Uranus,-1,,,Lack of Trust,Commitment
Mars,90,Uranus,-1,,,Lack of Chemistry,Emotional_Connection
Mars,90,Uranus,-1,,,Differing Sense of Humor,Intellectual_Connection
Mars,90,Uranus,-1,,,Lack of Chemistry,Emotional_Connection
Mars,90,Uranus,-1,,,Unresponsive Interactions,Interaction
Mars,90,Uranus,-1,,,Conflict Resolution,Interaction
Mars,120,Uranus,1,Acceptance,Respect,,
Mars,120,Uranus,1,Equality,Sincerity,,
Mars,180,Uranus,-1,,,Lack of Chemistry,Emotional_Connection
Mars,180,Uranus,-1,,,Differing Goals,Intellectual_Connection
Mars,0,Neptune,-2,,,Differing Sense of Humor,Intellectual_Connection
Mars,0,Neptune,-2,,,Codependency,Emotional_Connection
Mars,0,Neptune,-2,,,Disregard for Boundaries,Respect
Mars,60,Neptune,1,Adaptability,Commitment,,
Mars,60,Neptune,1,Conflict Resolution,Interaction,,
Mars,60,Neptune,1,,,Neglect,Commitment
Mars,90,Neptune,-1,,,Lack of Trust,Commitment
Mars,90,Neptune,-1,,,Neglect,Commitment
Mars,90,Neptune,-1,,,Lack of Support,Emotional_Connection
Mars,90,Neptune,-1,,,Differing Values,Intellectual_Connection
Mars,90,Neptune,-1,,,Differing Goals,Intellectual_Connection
Mars,120,Neptune,1,Forgiveness,Respect,,
Mars,120,Neptune,1,Adaptability,Commitment,,
Mars,120,Neptune,1,Conflict Resolution,Interaction,,
Mars,120,Neptune,1,,,Unresponsive Interactions,Interaction
Mars,180,Neptune,-1,,,Reserved,Interaction
Mars,180,Neptune,-1,,,Resentment,Respect
Mars,0,Pluto,-1,,,Manipulation and Control,Sincerity
Mars,0,Pluto,-1,,,Conflict Resolution,Interaction
Mars,0,Pluto,-1,,,Resentment,Respect
Mars,60,Pluto,1,Boundaries,Respect,,
Mars,60,Pluto,1,Shared Interests,Intellectual_Connection,,
Mars,60,Pluto,1,,,Jealousy and Competition,Sincerity
Mars,90,Pluto,-4,,,Betrayals,Sincerity
Mars,90,Pluto,-4,,,Resentment,Respect
Mars,90,Pluto,-4,,,Jealousy and Competition,Sincerity
Mars,90,Pluto,-4,,,Lack of Support,Emotional_Connection
Mars,90,Pluto,-4,,,Lack of Trust,Commitment
Mars,90,Pluto,-4,,,Neglect,Commitment
Mars,120,Pluto,2,,,Jealousy and Competition,Sincerity
Mars,120,Pluto,2,Independence,Emotional_Connection,,
Mars,180,Pluto,-3,,,Unresponsive Interactions,Interaction
Mars,180,Pluto,-3,,,Differing Interests,Intellectual_Connection
Mars,180,Pluto,-3,,,Neglect,Commitment
Venus,0,First_House,2,Time Together,Commitment,,
Venus,0,First_House,2,Personality Traits,Interaction,,
Venus,0,First_House,2,Chemistry,Emotional_Connection,,
Venus,60,First_House,2,Shared Values,Intellectual_Connection,,
Venus,60,First_House,2,Time Together,Commitment,,
Venus,60,First_House,2,Personality Traits,Interaction,,
Venus,90,First_House,-2,,,Differing Values,Intellectual_Connection
Venus,90,First_House,-2,,,Indifference,Emotional_Connection
Venus,90,First_House,-2,,,Differing Interests,Intellectual_Connection
Venus,120,First_House,2,Shared Values,Intellectual_Connection,,
Venus,120,First_House,2,Personality Traits,Interaction,,
Venus,180,First_House,2,Time Together,Commitment,,
Venus,180,First_House,2,Mutual Respect,Respect,,
Venus,180,First_House,2,Gratitude,Sincerity,,
Venus,0,Sun,2,Time Together,Commitment,,
Venus,0,Sun,2,Chemistry,Emotional_Connection,,
Venus,0,Sun,2,Gratitude,Sincerity,,
Venus,60,Sun,2,Mutual Support,Emotional_Connection,,
Venus,60,Sun,2,Trust,Commitment,,
Venus,90,Sun,-2,,,Differing Values,Intellectual_Connection
Venus,90,Sun,-2,,,Differing Sense of Humor,Intellectual_Connection
Venus,90,Sun,-2,,,Reserved,Interaction
Venus,120,Sun,2,Gratitude,Sincerity,,
Venus,120,Sun,2,Sense of Humor,Intellectual_Connection,,
Venus,120,Sun,2,Loyalty,Sincerity,,
Venus,120,Sun,2,,,Codependency,Emotional_Connection
Venus,180,Sun,-1,,,Differing Interests,Intellectual_Connection
Venus,0,Moon,2,Shared Values,Intellectual_Connection,,
Venus,0,Moon,2,Forgiveness,Respect,,
Venus,0,Moon,2,Acceptance,Respect,,
Venus,0,Moon,2,,,Codependency,Emotional_Connection
Venus,60,Moon,2,Shared Values,Intellectual_Connection,,
Venus,60,Moon,2,Forgiveness,Respect,,
Venus,60,Moon,2,Acceptance,Respect,,
Venus,90,Moon,-2,,,Unresponsive Interactions,Interaction
Venus,90,Moon,-2,,,Lack for Consideration,Respect
Venus,90,Moon,-2,,,Differing Values,Intellectual_Connection
Venus,120,Moon,2,Shared Values,Intellectual_Connection,,
Venus,120,Moon,2,Forgiveness,Respect,,
Venus,120,Moon,2,Acceptance,Respect,,
Venus,180,Moon,-1,,,Unresponsive Interactions,Interaction
Venus,0,Mercury,2,Chemistry,Emotional_Connection,,
Venus,0,Mercury,2,Engaging Conversations,Interaction,,
Venus,0,Mercury,2,,,Fragility,Commitment
Venus,60,Mercury,2,Shared Interests,Intellectual_Connection,,
Venus,60,Mercury,2,Shared Values,Intellectual_Connection,,
Venus,90,Mercury,-1,,,Indifference,Emotional_Connection
Venus,120,Mercury,2,Shared Interests,Intellectual_Connection,,
Venus,120,Mercury,2,Time Together,Commitment,,
Venus,120,Mercury,2,Shared Values,Intellectual_Connection,,
Venus,180,Mercury,1,Forgiveness,Respect,,
Venus,180,Mercury,1,Acceptance,Respect,,
Venus,0,Mars,2,Engaging Conversations,Interaction,,
Venus,0,Mars,2,Sense of Humor,Intellectual_Connection,,
Venus,0,Mars,2,Personality Traits,Interaction,,
Venus,0,Mars,2,,,Lack for Consideration,Respect
Venus,60,Mars,2,Engaging Conversations,Interaction,,
Venus,60,Mars,2,Openness,Interaction,,
Venus,90,Mars,-1,,,Frequent Disagreements,Interaction
Venus,120,Mars,2,Mutual Support,Emotional_Connection,,
Venus,120,Mars,2,Gratitude,Sincerity,,
Venus,120,Mars,2,Acceptance,Respect,,
Venus,180,Mars,1,Chemistry,Emotional_Connection,,
Venus,0,Venus,2,Shared Goals,Intellectual_Connection,,
Venus,0,Venus,2,Sense of Humor,Intellectual_Connection,,
Venus,0,Venus,2,Personality Traits,Interaction,,
Venus,60,Venus,2,Shared Goals,Intellectual_Connection,,
